"V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
1507,3,4,4,4,5,5,5,4,4,2,2,2,3,5,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,NA,NA,NA,NA,NA,NA,1,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,4,3,2,2,2,2,3,2,1,1,4,1,2,14
1508,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,2,2,3,3,3,3,5,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,5,3,4,3,4,4,5,3,3,3,5,4,5,5,3,4,4,3,3,3,4,1,2,2,1,2,20
1509,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,18
1510,3,3,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,4,5,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,4,5,3,4,4,2,4,2,4,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,1,1,2,1,1,1,17
1511,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,5,5,5,5,3,4,5,5,5,5,4,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,1,18
1512,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
1513,4,3,3,4,4,4,4,3,3,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,4,5,3,5,3,4,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,1,2,2,1,2,18
1514,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1,7,1,2,18
1515,3,3,3,4,3,3,3,4,3,3,4,4,4,3,3,3,3,4,4,4,5,4,4,3,4,4,4,3,3,1,NA,1,NA,NA,NA,NA,5,5,3,4,3,4,5,3,4,3,4,4,3,3,3,4,4,4,5,5,2,4,2,3,3,3,2,1,2,3,1,2,17
1516,5,4,4,4,5,5,5,4,5,5,5,3,4,4,4,4,4,4,5,4,5,4,4,4,4,3,4,4,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,1,1,1,5,5,4,2,1,2,1,1,2,17
1517,4,3,3,4,4,4,4,4,4,3,3,3,4,4,5,5,4,4,3,4,4,3,3,3,3,3,3,3,3,1,1,1,1,NA,NA,NA,4,4,4,4,4,4,4,2,4,4,4,5,4,3,3,4,3,3,4,5,3,3,3,3,3,3,4,1,2,8,1,2,18
1518,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,3.3,3.4,2.8,3.1,3.2,4,4,4,4,4,NA,NA,1,1,1,NA,NA,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,18
1519,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,NA,NA,NA,1,NA,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,3,2,1,1,1,1,2,17
1520,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,3,3,2,3,3,3,3,2,1,2,1,1,2,17
1521,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,2,4,2,3,4,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,4,5,5,5,5,5,5,5,5,1,2,1,2,2,4,4,1,2,1,1,2,12
1522,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2,2,2,4,4,4,2,1,1,1,1,2,18
1523,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,5,5,4,4,1,2,2,2,3,3,2,1,2,1,1,2,13
1524,4,3,3,4,4,3,4,4,4,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,3,3,2,4,4,4,4,4,4,3,2,2,3,3,3,2,1,1,3,1,2,16
1525,5,3,3,4,4,5,5,5,4,4,3,4,4,5,5,4,5,4,3,4,4,4,4,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,2,3,3,2,3,2,1,2,1,1,2,14
1526,4,3,4,5,5,5,3,3,3,3,3,2,4,5,3,4,5,3,5,3,3,2,3,2,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,3,5,5,5,4,5,5,5,5,4,4,3,4,2,3,3,4,3,3,4,3,5,5,3,5,5,4,1,2,1,1,2,26
1527,5,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,3,3,3,3,3,3,3,5,5,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,4,2,3,3,3,4,4,3,3,4,4,2,2,4,3,3,3,3,4,4,1,1,2,2,1,2,20
1528,5,5,5,5,4,4,4,4,5,4,3,3,4,5,4,3,4,4,4,3,3,3,3,3,4,4,4,5,4,1,1,1,1,1,1,NA,5,5,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,5,5,3,3,3,3,3,3,7,1,2,2,1,2,18
1529,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,2,4,4,4,2,1,2,1,1,2,19
1530,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,NA,5,5,5,5,5,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,2,1,2,18
1531,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,1,1,1,1,2,18
1532,3,3,3,4,4,3,3,4,4,3,3,3,3,4,4,3,5,4,4,3,3,3,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,7,1,1,1,1,2,18
1533,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,3,1,1,1,1,2,18
1534,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,1,1,1,1,6,18
1535,5,3,4,4,4,5,4,4,5,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,3,4,4,4,4,3,2,2,1,1,2,2,1,1,6,1,2,11
1536,5,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,4,1,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,3,4,3,3,3,2,4,3,3,3,4,3,4,4,4,4,4,4,2,2,3,2,2,2,4,1,2,1,1,1,13
1537,5,3,5,5,5,5,5,5,5,2,3,2,4,5,3,4,5,4,5,3,3,5,4,3,4,3,4,4,3,NA,NA,1,NA,NA,NA,1,5,4,3,3,4,3,4,2,3,2,4,4,2,3,2,2,3,4,4,4,3,2,1,2,3,2,2,1,2,1,1,2,13
1538,5,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,4,NA,NA,1,NA,NA,NA,NA,5,5,4,4,3,4,5,2,3,2,3,4,4,3,4,4,5,3,5,5,3,3,3,3,3,3,5,1,2,2,1,2,18
1539,5,4,5,5,5,5,5,5,5,5,3,3,5,5,5,4,5,5,5,3,4,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,4,4,5,5,3,5,3,5,3,5,5,4,5,2,2,2,3,5,3,2,1,1,1,1,2,17
1540,5,4,4,4,5,4,5,4,5,3,3,2,4,5,5,4,5,4,3,2,4,2,4,3,3,3,5,5,5,NA,NA,1,NA,NA,NA,NA,5,4,4,4,4,5,5,4,4,4,4,3,4,4,3,4,4,4,3,5,2,2,3,3,2,3,5,1,1,2,1,2,15
1541,5,4,4,5,4,3,4,3,4,3,4,4,4,3,4,3,4,3,3,4,4,3,3,3,3,4,4,4,3,NA,NA,1,NA,NA,NA,NA,5,4,3,4,3,4,4,2,3,3,5,4,5,3,3,3,4,4,4,4,3,3,3,2,3,3,2,1,1,2,1,2,17
1542,4,3,3,4,4,3,4,4,5,3,3,3,4,5,4,4,3,3,4,3,3,3,3,3,3,4,5,5,3,NA,NA,1,NA,NA,NA,NA,5,5,3,4,4,4,4,3,5,3,4,4,4,3,4,3,2,4,4,4,2,3,1,2,3,3,1,1,2,1,1,2,14
1543,5,4,3,5,5,5,4,4,4,3,4,3,3,5,4,3,4,4,4,4,4,3.8,3,3,4,4,4,4,4,NA,NA,1,1,1,1,NA,4,5,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,5,4,4,3,2,2,3,4,5,3,1,2,1,1,2,19
1544,5,5,5,5,5,5,5,5,5,3,2,3,4,4,5,5,4,3,4,2,4,2,3,2,2,2,5,4,3,1,NA,1,NA,NA,NA,NA,5,5,4,5,5,5,5,3,4,3,4,5,5,3,4,4,5,4,4,4,4,4,4,2,2,3,7,1,2,2,1,2,19
1545,4,3,4,4,4,3,3,4,4,3,4,2,4,3,4,3,4,3,2,2,4,2,2,3,3,3,5,4,5,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,3,3,3,3,3,4,5,5,4,4,4,5,5,5,5,4,4,4,3,4,4,3,1,2,11,1,2,23
1546,4,3,3,3,2,4,4,5,4,3,4,3,4,1,3,3,3,2,3,2,1,1,4,1,1,1,2,4,2,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,5,5,3,5,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,4,1,2,18
1547,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,2,3,4,4,4,3,3,4,2,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,1,2,4,4,2,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,2,2.2,2,4,4,3,2,4,1,2,6,1,15.2
1548,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,2,1,1,1,1,2,18
1549,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,3,4,4,2,3,2,3,3,3,4,4,4,4,4,4,2,2,2,2,4,4,4,5,1,2,3,1,2,18
1550,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
1551,5,4,5,5,4,5,3,5,5,4,3,3,5,5,5,5,5,4,4,2,3,2,3,3,3,2,4,5,3,NA,1,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,3,5,2,4,4,4,5,5,5,5,5,5,5,3,3,4,3,3,4,2,1,1,1,1,2,20
1552,5,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,NA,1,NA,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,6,1,2,11,1,2,22
1553,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,2,2,4,5,5,5,5,1,1,1,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,2,1,2,1,1,2,18
1554,4,4,3,4,4,4,5,4,3,3,2,2,5,5,3,3,3,3,3,2,4,2,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,2,3,4,5,5,5,5,3,3,3,5,4,4,3,3,3,5,4,4,4,3,3,3,3,3,3,4,1,1,11,1,2,18
1555,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,5,5,5,2,1,1,1,1,2,20
1556,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
1557,5,3,3,4,5,4,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,4,3,3,3,5,5,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,2,1,1,2,18
1558,4,3,4,3,4,4,4,4,4,3,3,3,3,4,3,4,4,4,3,2,4,3,3,2,4,2,3,4,3,NA,NA,1,NA,NA,NA,NA,4,5,4,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,3,3,2,1,2,2,1,2,21
1559,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,3,4,4,3,5,1,3,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,2,1,1,1,1,1,18
1560,4,4,5,5,5,5,5,5,5,4,3,3,4,4,5,5,5,5,3,4,4,1,2,2,4,4,5,5,4,NA,NA,1,NA,1,1,NA,5,5,4,5,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,3,5,1,2,1,1,2,24
1561,5,3,3,5,5,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,2,1,1,18
1562,5,5,4,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,4,4,3,4,4,5,4,4,1,2,10,1,2,24
1563,4,3,4,4,3,5,4,5,4,3,3,3,4,4,5,5,4,4,4,3,5,3,4,3,4,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,3,4,4,3,4,3,5,4,4,4,4,3,4,4,5,4,4,5,2,2,2,3,3,4,1,1,1,1,1,2,16
1564,4,3,4,4,4,3,3,4,3,3,3,3,4,5,4,4,4,3,3,3,3,2,4,3,3,3,4,5,3,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,5,5,3,5,5,5,3,3,3,4,4,3,3,5,5,5,3,3,3,3,1,2,1,1,2,24
1565,5,4,5,5,5,5,5,5,5,4,3,3,2,5,4,3,4,3,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,NA,4,5,5,5,4,4,5,3,5,5,4,3,3,5,5,5,5,5,5,5,2,2,2,5,5,5,1,1,2,1,1,2,21
1566,5,4,4,3,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,1,NA,1,NA,NA,NA,NA,4,4,4,4,3,4,4,3,4,3,3,4,3,3,3,4,5,3,3,5,5,2,4,2,2,2,5,1,2,1,1,2,17
1567,5,5,5,5,4,4,4,4,4,3,3,3,4,4,3.9,4,3,3,3,3,3,3,3,2,3,3,5,5,5,1,NA,NA,NA,NA,NA,NA,5,5,4,5,4,3,3,3,4,3,5,5,5,3,4,4,4,4,4,5,3,3,3,4,4,5,1,1,2,1,1,2,22
1568,4,3,4,4,4,5,4,3,4,3,3,3,4,5,4,4,4,3,3,3,3,2,2,2,3,2,5,4,4,NA,NA,NA,NA,NA,NA,1,3,5,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,3,3,3,3,3,1,2,1,1,2,16
1569,4,4,4,3,3,3,3,3,4,4,4,4,4,4,5,5,5,3,3,4,3,2,2,2,5,3,4,5,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,2,2,1,1,2,10,1,2,16
1570,4,4,4,4,4,5,5,4,4,4,3,3,3,4,4,4,4,4,3,4,4,2,3,3,4,4,4,4,3,NA,NA,1,NA,NA,NA,NA,5,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,5,4,5,5,3,2,3,3,3,3,2,1,2,2,1,2,17
1571,4,3,4,3,3,3,4,4,2,4,3,3,4,3,2,4,3,4,3,4,3,4,4,3,2,3,5,4,3,NA,NA,1,NA,1,NA,NA,5,4,4,4,3,4,4,2,3,2,3,3,3,3,3,3,4,3,4,4,3,4,3,3,2,2,4,1,1,11,1,2,17
1572,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,2,1,1,1,1,1,18
1573,4,3,4,5,5,5,5,5,4,3,3,4,4,5,4,3,4,4,4,3,4,3,3,3,2,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,3,4,4,3,3,3,4,3,4,3,4,3,4,3,3,3,4,4,3,3,3,3,3,1,2,1,1,2,20
1574,4,4,4,5,5,5,5,5,5,5,4,3,5,5,5,4,5,3,3,3,4,2,3,3,4,3,4,4,3,NA,1,1,NA,NA,NA,NA,4,4,3,4,4,3,3,2,4,2,3,5,3,3,3,4,4,4,4,4,2,3,3,3,3,3,2,1,1,1,1,2,17
1575,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,3,3,5,5,5,5,4,5,4,5,5,5,5,2,2,2,4,4,4,1,1,2,1,1,2,18
1576,5,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,1,NA,NA,4,5,3,4,3,5,5,3,4,3,3,4,3,2,3,3,3,3,4,2,4,2,4,3,2,2,6,1,2,1,1,2,17
1577,5,5,5,5,4,4,5,3,3,3,2,2,3,4,4,4,3,3,2,2,3,2,3,2,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,4,5,5,3,3,3,4,3,4,2,2,3,3,4,4,4,3,3,4,3,2,3,6,1,2,1,1,2,18
1578,4,5,4,4,3,4,5,4,5,3,3,3,4,4,4,4,4,4,4,3,3,2,3,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,5,5,5,4,4,3,5,4,5,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,2,1,1,2,1,2,17
1579,4,4,5,5,5,4,4,4,4,3,4,3,4,5,5,5,5,5,4,4,4,2,2,2,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,5,2,2,2,2,3,2,2,1,2,1,1,2,13
1580,5,3,4,4,4,5,5,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,5,4,4,NA,NA,1,NA,1,1,NA,5,4,4,3,4,4,4,3,4,3,3,3,5,3,4,3,4,4,3,3,3,2,3,3,4,4,2,1,2,1,1,2,19
1581,5,4,4,5,5,4,4,4,4,3,4,3,4,5,5,5,5,5,5,5,5,1,3,1,3,3,4,5,5,NA,NA,1,NA,NA,NA,1,5,4,3,4,5,3,3,3,3,3,4,5,5,4,4,5,5,5,4,5,3,3,2,4,4,3,3,1,1,3,1,2,19
1582,4,3,4,4,5,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,1,NA,4,4,3,4,4,4,4,3,5,3,4,3,4,3,4,3,4,4,3,4,3,3,3,3,3,3,6,1,2,3,1,2,18
1583,5,3,5,5,5,4,4,4,4,2,3,3,4,4,4,4,4,4,3,3,4,2,4,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,5,5,2,4,1,3,3,4,2,2,3,4,4,4,5,3,3,2,2,2,1,7,1,2,1,1,2,13
1584,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,2,2,1.3,4,4,4,1,1,1,1,1,2,18.1
1585,5,4,4,3,5,3,4,4,4,3,2,1,3,5,4,5,5,3,2,3,3,2,4,3,4,3,5,5,3,NA,NA,1,1,1,1,NA,5,5,5,5,5,3,4,3,3,2,2,4,4,5,5,5,5,5,5,5,3,2,2,3,3,5,1,1,1,1,1,2,18
1586,4,3,4,5,3,5,4,3,4,3,3,3,4,5,4,4,5,4,4,3,4,3,3,2,3,3,4,5,4,NA,NA,1,NA,NA,NA,NA,4,4,3,4,4,4,5,3,5,3,4,3,3,4,4,4,5,4,4,5,2,2,2,3,4,4,4,1,1,3,1,2,17
1587,5,5,5,4,4,3,3,3,4,5,4,3,4,3,5,4,4,5,4,4,5,5,4,4,4,3,5,4,5,NA,NA,1,NA,NA,NA,NA,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,2,3,4,3,4,5,5,1,2,1,1,2,21
1588,4,2,2,2,3,4,4,3,3,2,2,2,2,5,5,5,5,5,2,2,2,2,2,2,2,2,4,2,2,NA,1,NA,NA,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,5,1,1,1,2,18
1589,5,3,4,4,5,5,4,5,4,3,3,3,4,4,5,4,3,3,3,3,4,3,3,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,4,5,5,5,3,2,2,3,4,3,3,4,4,4,5,4,4,4,3,3,3,3,3,3,1,1,1,1,1,2,18
1590,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,18
1591,5,4,5,5,5,5,5,5,5,2,2,3,5,5,4,4,4,4,4,4,5,2,3,1,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,5,5,2,3,2,4,3,3,3,3,3,3,3,4,4,3,4,4,3,5,4,4,1,2,1,1,1,23
1592,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,3,1,2,18
1593,4,3,4,4,5,4,3,4,4,2,2,2,4,4,4,4,4,4,3,3,3,2,2,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,5,5,3,4,4,3,5,2,4,3,5,3,3,3,3,4,4,5,2,2,2,3,3,3,3,1,2,1,1,6,15
